rq,system,duration_h,renewable_utilization_pct,peak_reduction_pct,baseline_peak_mw,optimized_peak_mw,baseline_curtailment_mwh,curtailed_renewable_mwh,curtailment_avoided_mwh,energy_from_storage_mwh,energy_into_storage_mwh,equivalent_battery_cycles,baseline_ramp_volatility_mw,optimized_ramp_volatility_mw,volatility_reduction_pct,flex_pct,penetration,scenario,lp_peak_reduction_pct,heuristic_peak_reduction_pct
2,Morocco (Tétouan),2.0,51.03492279650431,5.001474153302517,101.56892910221273,96.4889853653794,37986.27303001973,35779.96282122828,2206.310208791452,633.2669301195629,697.9243604980594,49.18705157329266,35.491224136670695,33.21284869787482,6.419545941898872,5.0,,,,
2,Morocco (Tétouan),4.0,51.93605852413021,5.5738089044072945,101.56892910221273,95.90767108780247,37986.27303001973,35121.48121203287,2864.7918179868575,1231.0353840667372,1356.4059696934646,47.802525530055654,35.491224136670695,32.74874577664286,7.727201376506518,5.0,,,,
2,Morocco (Tétouan),8.0,53.19792481735195,5.5738089044072945,101.56892910221273,95.90767108780247,37986.27303001973,34199.4050786859,3786.8679513338284,2061.3561874638767,2278.4821030404382,40.08887590373035,35.491224136670695,32.32500605564,8.921129541314558,5.0,,,,
2,Morocco (Tétouan),0.0,52.12938421500094,10.002948306605049,101.56892910221273,91.40904162854606,37986.27303001973,34980.213467207395,3006.0595628123338,0.0,0.0,0.0,35.491224136670695,32.102603108345214,9.547771627364767,10.0,,,,
2,Morocco (Tétouan),2.0,53.07120494744219,10.002948306605049,101.56892910221273,91.40904162854606,37986.27303001973,34292.00234377831,3694.2706862414198,624.5250167574867,688.211123429086,48.50514023384592,35.491224136670695,31.584128047376048,11.008625890865533,10.0,,,,
2,Morocco (Tétouan),4.0,53.95793463257777,10.544927789841452,101.56892910221273,90.85855887146914,37986.27303001973,33644.047577266356,4342.225452753373,1212.8193122895568,1336.165889941042,47.092054870455954,35.491224136670695,31.163512390716544,12.193751698416671,10.0,,,,
2,Morocco (Tétouan),8.0,55.15044126419197,10.544927789841452,101.56892910221273,90.85855887146914,37986.27303001973,32772.65422142829,5213.61880859144,1996.4264692691477,2207.5592457791054,38.833949642865605,35.491224136670695,30.74840891834758,13.363346386868308,10.0,,,,
2,Morocco (Tétouan),0.0,54.14519759165776,15.004422459907568,101.56892910221273,86.32909789171273,37986.27303001973,33507.21001677749,4479.0630132422375,0.0,0.0,0.0,35.491224136670695,30.573366210110073,13.856546360933576,15.0,,,,
2,Morocco (Tétouan),2.0,55.069532416263996,15.004422459907568,101.56892910221273,86.32909789171273,37986.27303001973,32831.77626791747,5154.496762102259,613.0253796453364,675.43374886003,47.60811316191031,35.491224136670695,30.072116084493516,15.26886768207575,15.0,,,,
2,Morocco (Tétouan),4.0,55.92386621294529,15.004422459907568,101.56892910221273,86.32909789171273,37986.27303001973,32207.493958402527,5778.779071617202,1180.0144638800916,1299.7160583749696,45.812586795635475,35.491224136670695,29.693084895610834,16.33682517890115,15.0,,,,
