timestamp,demand_mw,solar_mw,wind_mw
2015-01-14T19:00:00Z,63598.0000,0.0000,14883.0000
2015-01-14T20:00:00Z,60156.0000,0.0000,15073.0000
2015-01-14T21:00:00Z,57358.0000,0.0000,15000.0000
2015-01-14T22:00:00Z,53648.0000,0.0000,14667.0000
2015-01-14T23:00:00Z,50014.0000,0.0000,14527.0000
2015-01-15T00:00:00Z,48098.0000,0.0000,14660.0000
2015-01-15T01:00:00Z,47108.0000,0.0000,15388.0000
2015-01-15T02:00:00Z,47519.0000,0.0000,16880.0000
2015-01-15T03:00:00Z,48517.0000,0.0000,18635.0000
2015-01-15T04:00:00Z,51717.0000,0.0000,20539.0000
2015-01-15T05:00:00Z,59216.0000,0.0000,22670.0000
2015-01-15T06:00:00Z,65894.0000,0.0000,23729.0000
2015-01-15T07:00:00Z,68785.0000,156.0000,24792.0000
2015-01-15T08:00:00Z,68630.0000,965.0000,25156.0000
2015-01-15T09:00:00Z,69475.0000,2365.0000,25604.0000
2015-01-15T10:00:00Z,70517.0000,3469.0000,25904.0000
2015-01-15T11:00:00Z,69712.0000,3589.0000,26189.0000
2015-01-15T12:00:00Z,69201.0000,3194.0000,25360.0000
2015-01-15T13:00:00Z,68197.0000,2231.0000,24938.0000
2015-01-15T14:00:00Z,67579.0000,1010.0000,24876.0000
2015-01-15T15:00:00Z,67480.0000,171.0000,24851.0000
2015-01-15T16:00:00Z,70186.0000,5.0000,24740.0000
2015-01-15T17:00:00Z,69592.0000,0.0000,25439.0000
2015-01-15T18:00:00Z,67819.0000,0.0000,26233.0000
2015-01-15T19:00:00Z,63806.0000,0.0000,25816.0000
2015-01-15T20:00:00Z,60304.0000,0.0000,25149.0000
2015-01-15T21:00:00Z,57580.0000,0.0000,23866.0000
2015-01-15T22:00:00Z,53037.0000,0.0000,23076.0000
2015-01-15T23:00:00Z,49276.0000,0.0000,21981.0000
2015-01-16T00:00:00Z,46279.0000,0.0000,21120.0000
2015-01-16T01:00:00Z,44534.0000,0.0000,21067.0000
2015-01-16T02:00:00Z,45939.0000,0.0000,20426.0000
2015-01-16T03:00:00Z,47898.0000,0.0000,19524.0000
2015-01-16T04:00:00Z,51456.0000,0.0000,18648.0000
2015-01-16T05:00:00Z,59074.0000,0.0000,17529.0000
2015-01-16T06:00:00Z,66271.0000,0.0000,16527.0000
2015-01-16T07:00:00Z,68400.0000,292.0000,15430.0000
2015-01-16T08:00:00Z,68027.0000,1737.0000,13551.0000
2015-01-16T09:00:00Z,68375.0000,3489.0000,12074.0000
2015-01-16T10:00:00Z,68696.0000,4690.0000,10710.0000
2015-01-16T11:00:00Z,67681.0000,4721.0000,8943.0000
2015-01-16T12:00:00Z,66189.0000,3852.0000,7502.0000
2015-01-16T13:00:00Z,64631.0000,2642.0000,5676.0000
2015-01-16T14:00:00Z,63772.0000,1215.0000,4293.0000
2015-01-16T15:00:00Z,64204.0000,176.0000,3698.0000
2015-01-16T16:00:00Z,67360.0000,4.0000,4124.0000
2015-01-16T17:00:00Z,66923.0000,0.0000,4319.0000
2015-01-16T18:00:00Z,64680.0000,0.0000,4382.0000
2015-01-16T19:00:00Z,60464.0000,0.0000,4206.0000
2015-01-16T20:00:00Z,57066.0000,0.0000,4166.0000
2015-01-16T21:00:00Z,54807.0000,0.0000,3891.0000
2015-01-16T22:00:00Z,50985.0000,0.0000,3667.0000
2015-01-16T23:00:00Z,47703.0000,0.0000,3850.0000
2015-01-17T00:00:00Z,45369.0000,0.0000,4134.0000
2015-01-17T01:00:00Z,44383.0000,0.0000,4536.0000
2015-01-17T02:00:00Z,44029.0000,0.0000,4863.0000
2015-01-17T03:00:00Z,44168.0000,0.0000,5187.0000
2015-01-17T04:00:00Z,43903.0000,0.0000,5365.0000
2015-01-17T05:00:00Z,44481.0000,0.0000,5589.0000
2015-01-17T06:00:00Z,48133.0000,0.0000,5764.0000
2015-01-17T07:00:00Z,52095.0000,91.0000,6303.0000
2015-01-17T08:00:00Z,55104.0000,917.0000,6179.0000
2015-01-17T09:00:00Z,56978.0000,2494.0000,5621.0000
2015-01-17T10:00:00Z,57872.0000,4013.0000,5094.0000
2015-01-17T11:00:00Z,57031.0000,4695.0000,5023.0000
2015-01-17T12:00:00Z,54885.0000,4342.0000,5365.0000
2015-01-17T13:00:00Z,53290.0000,3117.0000,5294.0000
2015-01-17T14:00:00Z,52707.0000,1478.0000,4416.0000
2015-01-17T15:00:00Z,53655.0000,253.0000,4227.0000
2015-01-17T16:00:00Z,57914.0000,5.0000,5131.0000
2015-01-17T17:00:00Z,58820.0000,0.0000,6379.0000
2015-01-17T18:00:00Z,57041.0000,0.0000,6909.0000
2015-01-17T19:00:00Z,53145.0000,0.0000,6897.0000
